theta1;theta2;theta3;theta4;theta5;theta6
-22;-169;126;-271;-179;64
-107;16;-119;-344;-71;3
-267;81;334;-296;-138;21
-38;317;159;172;100;-335
102;-131;-288;-302;290;-178
-4;-81;-170;-171;144;-320
208;-150;245;-11;-192;-201
-134;357;-224;253;248;20
119;-94;-132;224;-287;-207
-39;-82;198;-19;214;-343
360;-156;193;-335;267;175
-282;264;232;-358;116;95
-209;-47;312;-31;-281;130
340;-47;-189;279;326;-78
190;-288;-199;-287;-345;12
-174;-336;180;30;275;44
338;182;324;172;-170;-297
134;224;-252;-134;-9;147
69;-321;340;54;54;56
73;-262;-335;-62;-164;137
350;-182;192;120;26;289
120;31;-296;-340;332;167
282;285;212;25;-114;-158
-18;-354;-54;157;-65;75
66;345;-162;-330;267;280
-92;-253;-238;-243;69;253
-329;65;-182;-203;165;-228
-283;-34;-221;-92;-228;279
-207;31;-241;-37;233;-20
274;113;35;13;-54;225
102;-228;359;-8;7;190
126;162;-200;-84;-111;246
343;-157;343;74;-226;-26
-271;144;186;-15;132;157
-207;-259;-14;360;275;-332
323;283;-207;347;-177;91
14;-4;-183;-315;-239;119
149;258;-166;-344;42;-217
303;-162;-195;13;-176;-349
344;288;331;248;-86;-296
168;132;-47;-257;-139;130
3;169;107;-312;357;-230
-29;44;113;225;199;-147
-231;247;111;78;-16;80
-88;264;-14;-28;-143;39
55;-257;160;-216;-159;143
-223;-56;-211;-261;226;-124
-14;-312;-301;-132;-134;-117
111;-58;239;270;36;-117
30;-180;-95;252;263;-307
321;-349;-303;183;-92;-210
242;258;197;-110;337;-126
46;-201;63;-132;148;-309
-295;-227;-222;-248;-164;-229
-335;-309;-344;82;-165;-22
-234;224;-347;10;301;179
202;-97;334;-105;269;169
-56;10;-118;-278;207;-18
-257;-10;293;-44;114;-28
-277;-109;-146;-357;-240;270
170;-310;-253;317;275;-126
-27;157;-52;26;325;-1
229;170;-246;210;-351;161
-5;-117;184;149;-41;232
228;228;1;-242;61;295
-152;-105;-123;164;143;-160
265;-299;-311;338;90;195
-256;-134;-360;43;304;-39
-109;9;-296;190;-80;-254
-83;-164;-145;-352;-188;-27
-259;-90;-34;19;37;-121
-206;-253;44;-124;111;210
224;132;-157;15;37;-13
-258;-114;263;-183;-226;19
-85;248;151;133;-137;-350
-127;180;-200;328;-349;225
-218;-177;-36;60;68;337
-17;88;85;85;-91;140
-141;-87;185;5;83;-71
-218;3;-22;-260;-23;-14
-330;-295;-131;357;85;184
-161;24;-344;233;-187;110
93;-245;185;-121;-190;152
-125;11;-49;215;31;301
-260;289;-161;320;-314;37
-352;-260;257;100;238;144
-260;122;-24;307;278;149
103;-176;147;170;190;-76
-316;144;-75;242;-184;333
293;-131;193;184;70;-258
-327;262;67;-303;-182;250
-308;227;277;-94;217;224
-232;140;116;353;-84;166
-306;-307;25;-83;-90;341
154;-111;-185;184;278;-111
-308;38;-60;-199;-16;-1
74;-154;29;14;-16;58
-79;303;127;-150;334;-349
-200;237;201;-142;263;308
181;-42;31;270;344;69
62;276;210;9;36;101
-122;-123;-253;164;-94;77
-356;-260;335;159;299;164
-2;99;-11;-64;-163;277
292;-30;-58;37;209;-318
-25;198;147;127;199;-33
-198;315;89;168;243;68
-76;85;128;-348;172;-321
-185;165;-46;-359;-202;-81
162;193;-187;-335;326;22
-245;-99;-160;58;102;-275
-338;-14;-249;308;-63;-69
-250;270;272;-294;-121;140
-237;-111;-97;-114;299;-237
-221;336;-28;169;-298;-205
51;-127;330;65;-274;-161
-255;158;184;251;-245;-53
217;-212;113;-151;134;-138
319;-188;143;-260;-40;105
-299;9;-181;-90;65;357
-333;-169;-143;-212;96;155
26;-307;-250;132;-120;247
323;181;-341;176;-118;217
-240;99;-257;231;-232;-231
-251;-47;274;0;49;-297
-40;147;347;-102;-277;-173
357;243;180;191;343;277
102;292;224;76;258;-247
-127;5;-77;-158;280;-140
236;-228;253;-147;-338;-93
-83;257;305;-175;56;-125
-18;175;123;-314;290;159
-41;-236;-61;-360;34;46
-314;-82;4;266;179;177
251;-190;-117;335;-257;-286
295;-277;176;162;-272;350
-210;-180;-10;-149;156;53
152;-288;-134;309;283;71
-2;235;228;-259;75;210
179;-353;-221;-83;-44;283
310;74;165;284;-100;-214
22;308;-209;348;-60;-167
166;25;-90;-85;-204;249
-309;-99;-281;298;-331;-196
-107;282;-12;-210;-131;288
-355;-235;193;-234;5;-149
269;233;360;-90;6;179
-72;311;-52;-330;-247;-100
-318;248;281;-318;-215;-298
53;-45;-296;199;169;-256
84;215;231;-95;223;-317
-295;220;34;285;-226;240
-315;72;-317;-192;-202;-174
72;141;304;112;96;-71
-102;-33;244;-79;281;225
232;263;-116;-315;-168;-294
124;321;113;-60;-186;-107
144;-8;231;-123;-293;239
-53;-175;76;56;333;-315
158;290;-220;287;232;120
113;26;-254;83;-91;-44
71;273;-277;350;258;-42
239;-150;8;181;-86;-169
-171;60;-41;-39;345;210
-208;323;-318;-343;-210;-148
-97;252;319;-315;-65;323
-200;-326;-355;-202;125;-265
147;-83;-99;334;-297;-176
-63;147;179;-334;203;-132
-62;-297;-109;-267;-141;322
195;232;-278;-214;67;-353
-165;116;-216;134;-283;-38
-269;14;-175;-245;-56;42
-144;170;-115;-328;-66;-128
-102;-321;179;-303;-150;-60
144;-195;216;188;-115;-194
151;-67;321;111;-286;202
142;-283;-212;313;-213;-331
31;-357;55;-39;250;67
-322;135;-268;318;-332;148
192;145;-76;284;-22;83
-266;242;-38;304;195;-205
-259;-279;-198;-201;-200;-38
-137;229;63;268;170;146
255;-264;-268;-31;-152;123
-193;-210;79;81;357;353
161;237;-97;-255;204;106
354;198;339;-255;157;-153
74;-23;49;299;-60;-296
193;-92;-8;-149;81;252
100;-2;304;-110;-345;-326
214;340;174;-159;154;-290
298;205;-251;-57;328;-224
-163;-322;-253;-302;153;-310
17;201;-309;116;-47;-76
75;358;-268;-218;280;-317
-300;62;-333;-286;-73;27
-205;-82;298;-99;30;-229
-114;253;335;26;279;180
-260;-357;210;10;-194;147
109;265;-110;-122;-149;-351
-159;258;-252;38;-317;250
334;-143;-192;314;247;202
5;59;62;-57;240;-249
-282;17;38;-242;-253;-317
-49;-7;-357;-172;-113;-351
145;252;-57;224;353;-48
333;-47;-211;-215;185;320
260;-67;325;-22;149;-7
-97;82;111;-206;42;329
277;340;95;-68;-41;-356
-119;194;105;-37;317;345
-6;-42;215;-274;236;178
63;-142;61;54;-212;-319
-195;353;221;-330;31;-170
7;59;-328;271;-12;-220
347;290;92;-94;309;287
-323;-297;-188;-119;255;-350
-174;160;-297;261;-240;-35
-156;34;340;-253;266;-8
66;-358;-10;167;27;351
1;-325;-281;-21;-241;-32
84;-278;-301;-347;-298;-62
-42;257;-187;248;-90;-347
177;-242;-346;62;216;131
-146;25;-235;23;-208;133
-81;-195;54;-266;-155;-305
-80;267;81;-96;105;84
-117;-241;321;7;327;-22
312;210;-4;-351;-187;-45
280;298;89;-22;234;-99
120;-109;-271;-24;-332;34
334;-227;-330;-39;-75;339
122;166;-281;-4;307;124
-55;-131;355;183;-126;-88
49;168;-65;82;340;257
-83;-164;241;-6;-21;-256
-288;-142;349;-304;-171;-99
103;-291;-343;-136;327;292
165;112;84;-206;150;-225
284;-319;-128;255;-273;180
-20;-142;74;-207;141;-147
-222;-127;312;121;181;341
-52;-142;256;-74;169;102
263;-79;356;-134;-331;-111
238;232;-124;300;93;-309
129;-101;-250;-325;226;279
-352;-180;-322;-107;-91;144
-42;273;-214;-284;-191;80
69;25;110;187;-140;-148
13;159;297;-127;-198;-277
-127;-331;-123;-282;61;278
287;26;184;-60;-343;-216
-197;42;-305;-58;56;246
126;224;-306;51;-284;155
-131;136;271;-358;-51;-116
206;195;114;-79;-189;-272
-210;88;67;336;11;318
-194;43;-300;234;-234;46
226;324;108;-217;-301;-96
349;-158;-196;-263;290;-50
44;-350;-16;241;-319;-129
-82;164;337;339;91;253
-152;-88;-194;349;-355;139
-87;154;-268;-305;49;285
80;221;-336;85;-100;-259
-268;-335;-71;341;281;72
-74;-347;196;140;-332;169
224;-314;-10;356;-80;145
-206;0;-320;-335;-8;-148
-314;144;-133;204;-230;-343
199;-63;-14;-183;-92;246
274;-186;142;-167;-43;-291
-145;335;-60;304;91;146
39;-85;-33;294;129;-276
-94;251;-162;-45;-131;-270
101;141;310;202;-130;77
-259;-356;-57;284;-248;-137
332;337;256;282;-116;270
-166;209;43;-316;78;187
330;-311;-204;178;123;48
-254;339;355;-142;-322;333
-52;-205;-136;313;341;-296
336;81;217;316;-304;325
-186;-204;-282;28;-178;242
-289;211;44;-360;24;-208
62;-27;136;-184;315;135
310;-59;226;-43;189;-354
357;-306;-238;10;201;-102
-149;-251;292;-164;-114;-325
-213;17;-189;66;226;-82
204;155;360;-346;115;24
330;141;-23;-147;-57;-75
-286;-16;199;-20;-130;-81
149;287;184;-263;-276;-292
-164;-324;-241;338;-232;-28
161;-6;44;184;337;-78
109;-323;283;280;355;-84
-113;150;83;252;319;349
290;-338;-298;-101;-281;-73
172;269;-125;291;107;-60
238;353;-87;-11;84;-66
90;77;220;66;-164;-26
-49;-101;297;-110;27;-212
-1;-243;16;155;-146;67
248;290;202;-203;96;153
-358;75;319;-298;-198;304
-216;-142;129;-205;-30;12
-53;-7;-225;-285;318;-268
-119;220;-259;32;266;319
-30;-171;-228;143;-271;-251
146;-71;-181;-148;24;-243
-347;-360;0;301;321;-113
31;-108;2;-296;-161;-88
205;-255;-77;309;-181;167
-139;-20;114;132;-45;-344
-64;245;300;58;246;-103
253;282;92;-73;-180;358
99;183;274;-27;-163;-19
-339;-196;29;-72;184;239
43;47;71;48;-16;-115
225;215;-157;-208;-180;-207
39;19;-141;241;-303;-71
288;270;-198;-192;312;108
-158;-276;150;55;-268;-242
160;-340;-169;333;-343;213
205;-290;155;-327;-316;209
199;351;321;168;330;-267
121;-86;28;315;284;-198
-297;-205;130;-49;-11;159
-132;243;230;-142;226;-342
243;-8;-286;57;-251;302
164;-255;-211;-6;-150;117
-287;195;-148;-244;-176;339
-213;292;-244;-21;315;-263
206;118;167;-234;-95;150
-63;-183;276;140;130;-338
106;-320;172;349;146;177
57;324;-292;299;-7;-120
258;-342;-206;-11;288;161
266;-67;-292;-339;10;0
207;228;166;195;-121;63
220;-243;69;322;-46;-172
313;-232;355;160;21;-158
-270;-265;178;-114;-93;-65
241;86;-237;-296;-184;-296
-233;-228;-147;93;190;9
133;-138;-150;-84;-139;-63
-36;-194;302;231;326;238
-191;74;29;201;272;-95
228;152;142;-190;-263;-148
-269;-83;335;-197;-157;163
-256;249;191;224;288;278
-349;40;201;-303;-186;-32
-25;281;-166;-270;-190;-175
-303;123;18;133;-6;-157
17;306;182;-2;283;300
-32;-125;-118;-176;-191;-101
-156;350;-6;138;-249;-41
-245;-71;70;249;295;-257
43;-81;-142;180;343;-103
4;213;135;-171;91;-154
-266;187;102;12;142;-41
-234;327;-345;52;357;-240
4;-65;316;-6;146;-98
-108;315;162;237;-8;49
165;120;-181;-144;-14;330
106;130;319;359;-59;192
-38;125;-292;134;-155;-192
-174;338;206;149;348;138
-213;10;-20;-22;323;67
-245;336;76;198;61;140
237;-203;-180;67;-239;117
167;-258;-57;-207;-157;134
189;-105;70;-236;-181;-323
-240;212;-315;-292;-48;-352
-237;347;31;300;341;-272
-357;-350;341;-101;-40;-49
-213;-21;138;-39;-60;-194
260;317;-132;339;280;232
104;242;-326;66;355;-176
-284;-185;-128;42;-147;150
-46;250;-181;231;235;-177
168;118;206;183;359;195
275;-108;223;339;-190;-56
358;81;-347;330;-321;338
-61;253;279;-13;-295;-6
92;76;57;124;-79;-332
-297;354;-171;-329;172;-105
190;205;-340;219;298;328
315;278;242;296;49;275
-209;206;-58;94;357;-258
-95;-348;11;85;-254;-283
330;289;217;-297;-342;241
-254;307;313;-283;272;-68
-260;214;-265;-9;187;329
319;-128;306;91;104;80
-326;127;336;306;-60;-128
-271;179;-131;-339;166;132
10;222;285;355;-69;-189
-262;-48;245;132;-142;-92
-232;-102;-176;-84;-219;-38
-301;-172;-20;-48;-346;-246
117;61;-230;-109;92;9
246;-287;333;-249;169;355
-22;-26;80;331;-157;312
-177;203;-138;-165;-255;348
-315;178;-142;134;104;-275
-46;-158;-267;32;-122;-314
-297;-65;167;248;-66;143
-49;-204;158;-64;301;104
-84;-104;-240;55;138;78
322;186;-210;81;148;255
-6;261;132;-273;316;-356
-243;95;-212;131;36;204
-165;-181;314;-252;-200;50
122;-154;18;-202;47;-97
-7;-44;313;321;252;-287
234;-153;20;-286;-35;-143
84;-102;80;255;255;34
100;-133;-304;-352;99;-14
-327;36;-113;-346;104;36
-61;220;-246;182;-9;-57
131;356;348;359;14;119
224;-197;123;13;-186;-44
88;118;110;303;77;-319
-61;-19;-157;-165;60;26
-102;35;-295;-154;-6;43
-57;8;-75;-253;277;-105
59;64;94;75;150;160
-63;-227;-343;-68;264;270
221;33;137;129;225;-266
-238;145;-107;94;238;-175
264;325;-32;-125;-247;224
221;135;-199;-120;-324;-241
-78;283;118;-123;234;-186
294;-150;89;221;-337;273
352;108;-87;167;303;-3
-230;-19;-309;300;9;-177
-69;331;113;194;-278;-170
224;187;-55;137;135;-229
-352;-340;-287;247;-286;-129
166;-97;7;-174;56;-23
167;-285;346;-61;213;-50
224;-11;28;-353;76;-195
137;12;-219;244;-290;-165
-39;53;-283;-281;-349;-54
-144;-164;112;192;296;-15
270;-301;126;173;-83;115
-346;71;-119;-278;121;31
-233;-75;-6;-45;98;-250
310;267;-169;7;-7;-331
-69;-88;-240;252;110;14
159;-302;308;-336;-197;0
-258;-179;294;27;258;17
252;-189;-277;106;-283;-155
-290;-154;297;10;-170;-114
-6;210;-175;86;358;-351
-30;15;272;-251;-227;310
205;-245;315;-313;-86;138
-340;279;300;-44;-196;79
307;98;-321;355;-147;-187
-82;-172;-198;-95;-235;193
60;-133;292;287;-47;-310
105;244;291;87;-54;-356
339;22;-115;66;282;-34
140;299;-280;-199;-9;215
-42;-238;276;-340;-102;263
170;112;-3;-290;-171;-26
9;70;-21;-62;10;-247
-186;-219;144;34;-287;-110
277;-277;267;155;-240;276
-305;146;122;136;352;-317
88;-10;-141;-255;328;332
270;180;-87;85;152;-318
47;32;342;-275;97;-254
-206;-336;198;-175;206;79
-339;295;-91;-62;306;-31
337;-218;206;244;196;-82
323;29;34;-146;180;-275
-241;354;-312;186;-49;-258
-324;336;-196;-81;-254;59
-48;-286;-357;-76;275;-149
135;172;291;159;104;128
167;287;313;-42;-107;311
327;-311;-114;-351;-75;76
-255;-68;-306;83;-121;-299
181;178;-194;-134;-244;-330
39;124;352;287;-253;-297
-106;253;147;-243;-218;315
-171;-331;107;-82;147;-311
311;-177;124;-179;320;-125
315;-172;247;109;97;-146
110;346;145;-105;173;-148
-22;186;29;222;-252;-216
191;-146;-2;94;-55;-221
-311;-282;-44;-80;-179;102
106;88;-339;-181;154;168
280;28;-222;196;85;316
-6;-105;227;-129;343;-88
-294;-345;21;-291;299;161
-30;-165;239;-319;40;68
-139;-97;356;84;228;73
-321;-318;-47;135;125;-102
-6;-236;-280;54;-93;-103
-292;350;-55;191;177;264
223;16;-176;276;251;-346
-317;136;-173;-345;66;-332
-286;-100;-355;-25;-276;158
121;43;48;-24;-93;-335
263;332;296;184;-154;-123
-21;50;74;-189;55;-95
-165;350;107;-79;-277;-138
-331;-86;161;200;-288;303
135;-278;187;178;229;72
49;234;336;-326;-244;238
-353;114;255;-94;160;-81
311;-20;18;-335;-201;222
-281;-43;127;-29;-346;137
-197;-204;-303;29;68;-307
-229;-63;-240;276;296;-50
-266;5;213;72;130;-24
153;-152;-340;-1;-220;334
190;81;-82;297;26;180
-66;-115;178;220;-76;198
6;-76;-84;276;166;192
-8;-66;270;-182;-348;-290
222;347;-3;-51;141;-203
-306;-28;-84;-187;188;335
-292;202;-224;-354;-65;-259
24;42;139;271;-346;135
351;350;-32;-110;348;-10
-133;-86;-348;3;-269;-140
-176;-359;197;117;-74;1
81;-265;-156;243;264;-321
-5;238;302;217;345;52
-315;-298;344;-37;284;296
333;200;323;129;154;-261
-301;-280;-94;336;-99;310
-291;-273;-8;305;-263;-256
-120;-32;-354;-66;-230;269
35;261;-322;8;-255;-44
-32;-131;307;160;98;321
166;16;106;170;267;265
-195;-143;-65;-222;-220;-253
256;311;202;-246;165;-221
-30;256;-266;82;100;182
-175;35;316;324;76;224
-133;-164;-51;178;-25;349
251;-128;-232;256;260;-285
188;-260;77;211;-208;-337
219;-332;174;-116;-60;-221
322;-263;-22;253;-183;-49
356;308;-329;34;-359;162
86;-92;-148;-321;145;283
163;62;326;-100;-295;-9
-241;-175;-359;190;190;-349
-271;-303;-304;66;-3;-5
107;246;-348;248;196;-152
145;298;321;-167;-249;-93
-200;-342;-230;-185;358;112
-276;234;167;155;41;-86
-110;-299;-208;-297;187;-310
62;-157;16;342;133;-71
-285;-61;34;-194;-356;30
274;-88;235;-250;72;244
-128;-68;-62;56;-268;-285
-257;-43;-20;135;-101;-137
-331;323;-307;324;-193;-299
165;183;285;74;-13;-129
-27;-31;65;169;360;236
-159;239;20;-355;185;253
-198;-36;279;-294;-3;-196
-281;-36;-338;-192;-6;-112
65;-193;281;49;238;-239
-134;55;-273;121;-230;-232
224;-319;60;147;291;-152
259;-65;359;84;332;-333
-231;-280;-226;272;83;186
32;-219;188;-236;261;239
180;159;17;297;-158;-281
-105;-276;76;-101;54;86
159;41;-36;-111;-317;-40
-201;162;175;-172;-358;206
351;78;-101;335;269;-47
-250;109;-245;-130;-253;-244
-179;-13;-52;285;-153;-144
47;193;293;-97;-140;75
-8;-184;269;23;167;-69
160;147;-146;-302;86;-23
326;-119;140;-25;-178;-16
81;-37;-298;341;-217;-296
31;-243;-357;33;94;-77
49;-300;1;-298;-179;-236
-337;271;-319;-23;77;-103
-39;214;226;-142;-183;-80
-242;181;-317;-295;317;60
258;-86;-101;-150;-299;105
312;32;123;307;54;298
308;-153;318;227;18;230
142;270;49;129;-340;187
-234;43;23;-141;144;326
32;-174;-345;186;-355;-169
36;-261;-39;-258;271;36
61;22;259;5;170;258
-278;-48;-155;266;-312;80
-112;-166;51;-265;-263;314
-119;-218;-309;297;329;-101
-291;284;-84;-246;102;-333
-312;28;302;-240;-271;-351
189;161;256;-180;83;-325
-279;-109;-20;-303;131;18
11;318;-266;109;250;-111
-311;-352;-356;-150;-204;-143
69;46;-203;-79;-117;177
-94;-55;52;64;-340;-295
1;302;-182;110;-313;-349
14;110;-76;-86;-94;183
81;-188;307;-85;-91;-123
291;-24;6;212;-263;-213
-223;-359;258;-353;-354;245
195;258;313;-350;-224;140
344;54;45;319;134;-122
-115;313;-139;-333;49;109
172;329;-140;187;-158;290
123;-150;-127;156;-228;-43
-98;-207;24;240;-20;95
-218;359;-359;83;234;-62
286;9;333;78;120;304
-37;96;-208;44;-286;-150
32;-230;-161;-193;35;41
87;-360;-225;-17;-347;-18
-305;-180;59;-252;-65;283
256;31;-29;-253;-8;50
-114;-59;-233;241;127;-227
80;148;-340;15;-174;6
341;229;259;286;-145;274
-176;-222;-226;260;-40;-82
239;-212;287;-29;-243;-167
15;196;-81;-328;351;17
248;283;134;13;-42;-86
-338;-205;-299;214;-71;-325
-132;268;311;-54;264;-14
294;-180;19;-184;244;19
-108;-175;-239;72;224;252
249;-191;6;122;-295;31
-146;-85;24;-53;-193;-340
-342;-163;140;-123;181;213
-322;-354;164;119;62;302
-240;340;-202;-333;-195;150
-106;151;64;-282;106;167
262;-344;-251;18;-197;246
-50;-145;56;-112;257;-154
-43;192;-84;-188;-76;-219
-43;85;-193;268;167;-130
225;-30;127;-153;166;169
150;-209;-237;24;151;-360
-223;170;357;-218;-193;-119
-260;-118;48;-28;282;-276
-284;-78;142;280;-327;-150
327;188;-320;-340;308;-93
-349;3;324;312;-322;299
3;-222;86;271;-58;310
22;248;188;107;310;143
-196;147;-189;29;-88;96
352;200;156;247;-172;-28
-99;84;-137;96;201;280
129;-206;-219;-64;192;207
72;-245;-225;259;11;-22
-357;186;10;-42;342;-108
-218;-15;280;43;-181;-169
46;211;-345;171;-71;151
102;107;331;11;-351;237
91;78;149;25;-316;40
-312;182;-335;331;-91;358
187;-300;9;265;115;-311
307;-332;354;144;261;-239
137;251;-195;-270;-324;101
-304;195;41;-293;165;-58
123;221;281;121;237;337
180;59;326;-206;-212;350
12;-189;-82;-207;-145;136
88;-286;-154;73;266;228
-90;-12;200;-203;-249;-182
344;29;119;125;82;-312
-28;-107;76;81;-141;244
-236;-357;-204;25;-114;-241
81;-155;-143;1;21;-350
-275;-260;189;-211;3;-192
117;102;252;270;322;222
-305;-144;-285;146;-34;-108
220;-319;-225;-159;182;-67
-131;-44;-108;-28;-63;322
323;-29;-94;-118;-8;253
-311;19;-123;-114;167;240
150;-246;344;43;-20;-75
-300;-161;-96;214;-352;-195
135;-334;206;116;184;13
354;-232;-45;94;125;301
294;-314;99;-14;-153;160
4;128;218;132;-277;330
-119;-131;121;-255;-160;115
30;-156;343;54;164;273
117;16;-177;125;259;-20
297;-315;-9;299;-7;-11
-163;-295;120;-270;-282;-41
38;333;52;-306;-99;-346
-26;329;344;-257;-164;340
196;76;247;129;305;342
-319;-341;151;101;-23;41
-292;231;-90;297;245;67
-291;-189;-344;-249;274;-275
260;264;285;-352;213;-229
-337;-243;35;194;202;-109
150;-122;84;-30;-203;-49
100;239;150;-231;58;200
187;-180;-113;166;-153;-40
245;349;83;-233;-314;134
-195;119;248;169;288;-184
277;-328;-5;58;324;95
-20;-273;-159;194;181;-347
251;290;127;-331;-3;135
-334;-180;-132;-240;-29;301
-325;-157;227;283;209;-344
-303;303;10;-330;210;164
-292;209;149;-79;293;-269
-29;20;82;-323;-345;-280
40;76;205;328;-220;-24
296;-61;-146;-175;239;140
-356;99;227;116;-119;331
25;48;-277;6;227;95
-267;24;325;-304;-46;203
-243;139;-47;231;39;208
-167;21;108;-230;-218;-248
350;-180;-92;-15;-141;152
-21;91;-210;-78;-237;58
-161;-294;-173;243;182;-98
72;-113;-46;-174;-49;-335
-304;-116;-210;175;-1;-311
-79;-174;184;273;266;-207
-39;-344;199;-72;89;341
-87;142;-34;-41;-185;-240
104;-351;-353;-62;-127;-112
-184;-65;-326;323;-334;24
17;-298;-193;-84;-54;197
254;321;-275;-225;-282;-33
-215;-156;-115;80;113;346
-55;242;-224;-78;45;329
-329;-314;294;140;255;196
330;-85;-57;-172;-2;-354
273;-123;-221;-157;325;102
-159;-139;-41;282;-126;-90
199;114;-356;-297;-180;-172
-279;-4;-21;26;313;-316
-300;218;7;-79;-275;112
-172;15;-336;334;312;16
92;249;271;-321;-309;-220
30;33;-172;-210;170;-68
11;152;354;-248;-18;-15
-55;-9;356;-302;-351;351
325;205;-307;-59;-101;351
317;-349;-19;287;-257;-183
-266;146;-123;-286;-201;252
208;-227;-76;-173;71;121
-305;-77;-194;322;-101;-151
-291;105;-3;-168;168;324
336;237;-224;205;-29;-270
-84;-312;296;343;143;-183
126;-296;338;119;-279;-301
-335;52;245;193;360;76
-96;-348;-191;129;-51;-241
31;64;225;-20;302;262
16;21;129;131;-224;-20
84;307;-241;263;-163;53
-271;13;-302;-94;126;-342
109;283;-36;265;181;-37
77;144;-192;-33;-326;80
-348;90;-220;4;-15;152
137;163;-43;-124;34;258
299;91;12;27;-244;-261
69;77;104;-315;-315;75
-66;-44;-303;-67;-279;358
148;-25;-274;181;335;264
274;-235;-153;253;-27;358
-158;-102;173;34;52;-307
-300;-218;286;125;77;-323
6;-144;-187;199;283;-322
41;-251;353;19;26;153
230;270;88;-353;-200;-323
10;283;57;92;-256;179
-158;266;218;-8;341;20
-204;-219;-348;-112;242;-162
114;-238;-148;-93;107;49
9;-317;200;-339;130;283
-93;89;139;205;95;137
218;-90;-326;-286;29;252
23;295;-296;262;258;276
-307;-114;-196;248;-264;275
-221;250;-211;123;-204;-314
-51;-142;62;-183;173;-200
-360;-358;307;-332;27;-222
-243;142;122;205;16;213
56;11;-80;58;-5;42
256;138;-328;289;-177;40
82;231;35;-342;243;332
239;-70;2;110;141;202
273;-195;217;183;348;-280
156;120;-232;-105;-79;61
-220;-236;301;-105;-311;-219
3;-77;292;-185;-193;-349
-36;141;148;-29;-290;108
92;-253;-215;117;-123;-158
-64;255;-141;187;34;200
207;320;-279;264;252;-148
-192;-16;-223;298;-133;-282
-44;27;-325;37;66;-162
-59;-1;82;244;286;-10
-180;-251;88;259;282;-247
70;241;224;215;273;-71
244;91;-211;-89;151;-340
-156;88;-286;-94;1;-127
285;146;-274;357;320;207
88;325;-280;272;193;133
158;77;-263;49;-111;129
-116;-124;-206;-92;-42;-24
-170;281;-324;-37;285;296
-245;61;-38;341;200;329
-190;-315;-195;203;335;-198
277;322;-226;87;261;-138
-236;162;62;-32;-33;-275
-360;291;-246;250;-17;-133
-269;124;299;-114;-213;54
30;-88;-298;-58;102;-270
132;239;256;73;219;162
145;316;-224;291;305;162
-91;146;-228;317;-196;73
-341;202;-145;-105;-252;-39
252;290;-55;-165;148;129
200;-75;-342;331;-20;277
265;261;-87;-89;83;118
-148;-286;-345;-253;-121;-336
168;-41;-69;-294;238;308
233;-276;-238;212;-87;283
93;-182;230;34;-214;263
-200;73;-183;291;99;-256
-192;206;267;39;287;323
-145;0;-77;324;317;168
-108;-116;208;212;-107;-120
-68;43;145;236;-24;-230
342;-178;-24;-335;-264;-302
